CAMIS,BORO,BUILDING,STREET,ZIPCODE,PHONE,INSPECTION DATE,VIOLATION CODE,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,ObjectId,x,y
41533094,Brooklyn,651,FULTON STREET,11217,7186237811,4/19/18 0:00,04L,Y,9,A,4/19/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.68818505,-73.97910789,302,35,3300,3345162,3020950045,BK68,1004,-73.97910789,40.68818505
40621072,Manhattan,12,WEST   45 STREET,10036,2123918053,5/3/19 0:00,10B,N,10,A,5/3/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.75569554,-73.98020919,105,4,9600,1034230,1012600046,MN17,1005,-73.98020919,40.75569554
50016070,Staten Island,1150,CLOVE RD,10301,7184423600,8/7/18 0:00,10F,N,19,B,8/7/18 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.61825931,-74.10518277,501,49,14700,5112426,5003190001,SI07,1006,-74.10518277,40.61825931
41702610,Queens,2527,BROADWAY,11106,7184403231,10/24/18 0:00,02B,Y,38,C,10/24/18 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.76330795,-73.92819547,401,22,7500,4007101,4005790005,QN70,1007,-73.92819547,40.76330795
41635498,Brooklyn,376,CLASSON AVENUE,11238,7182300061,6/25/19 0:00,10H,N,7,A,6/25/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.6875184,-73.95974506,302,35,23100,3055755,3019520040,BK69,1008,-73.95974506,40.6875184
41546054,Manhattan,99,PARK AVENUE,10016,2128674484,8/24/17 0:00,10B,N,12,A,8/24/17 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.75073822,-73.97866592,106,4,8000,1019460,1008950001,MN20,1009,-73.97866592,40.75073822
41184581,Brooklyn,338,FRANKLIN AVENUE,11238,7182304728,4/10/18 0:00,10F,N,20,B,4/10/18 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.68754758,-73.95696137,303,35,23300,3056315,3019670041,BK75,1010,-73.95696137,40.68754758
40943306,Brooklyn,4601,CHURCH AVENUE,11203,7184623842,10/16/18 0:00,10F,N,11,A,10/16/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.65156916,-73.93412557,317,41,87000,3109222,3048830044,BK91,1011,-73.93412557,40.65156916
50043350,Staten Island,1022,ROSSVILLE AVE,10309,7189841166,5/6/19 0:00,02H,Y,12,A,5/6/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.55212904,-74.21209266,503,51,20801,5110507,5070540518,SI32,1012,-74.21209266,40.55212904
50062554,Manhattan,4231,BROADWAY,10033,2127955500,6/13/19 0:00,02H,Y,18,B,6/13/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.84926197,-73.93671588,112,10,26500,1064269,1021760050,MN36,1013,-73.93671588,40.84926197
40402023,Manhattan,150,WEST   46 STREET,10036,2128690900,6/8/16 0:00,02G,Y,13,A,6/8/16 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.75797698,-73.98367734,105,4,11900,1022651,1009980055,MN17,1014,-73.98367734,40.75797698
41662786,Manhattan,1444,1 AVENUE,10021,2122880090,12/19/18 0:00,10F,N,2,A,12/19/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.76983745,-73.95449634,108,5,13200,1045917,1014700001,MN31,1015,-73.95449634,40.76983745
41597918,Brooklyn,3013,FORT HAMILTON PARKWAY,11218,3477992640,12/21/17 0:00,10B,N,11,A,12/21/17 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.64838843,-73.97857985,307,39,50000,3122731,3052810063,BK40,1016,-73.97857985,40.64838843
50069519,Queens,9010,ROOSEVELT AVE,11372,7187551505,8/31/18 0:00,06A,Y,12,A,8/31/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.74845266,-73.8759699,404,21,46900,4038784,4015510001,QN29,1017,-73.8759699,40.74845266
41504498,Queens,10702,101 AVENUE,11416,7183226540,12/5/18 0:00,04L,Y,14,B,12/5/18 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.68710615,-73.83594869,409,28,11000,4198573,4094250001,QN54,1018,-73.83594869,40.68710615
40576056,Bronx,707,EAST  235 STREET,10466,3476037507,2/14/19 0:00,10H,N,12,A,2/14/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.89474363,-73.85613838,212,11,43400,2100887,2049990049,BX62,1019,-73.85613838,40.89474363
50017990,Brooklyn,805,PENNSYLVANIA AVE,11207,7182720301,9/25/19 0:00,10F,N,45,C,9/25/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.6578923,-73.8900979,305,42,110400,3097669,3043470015,BK82,1020,-73.8900979,40.6578923
41275701,Brooklyn,126,BEVERLEY ROAD,11218,7184350459,9/22/16 0:00,06D,Y,7,A,9/22/16 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.64291537,-73.97876179,312,39,48600,3125302,3053530100,BK41,1021,-73.97876179,40.64291537
40963282,Queens,10310,39 AVENUE,11368,7187247917,3/26/18 0:00,10F,N,8,A,3/26/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.75071045,-73.86290031,403,21,40500,4044402,4017700113,QN26,1022,-73.86290031,40.75071045
41538850,Manhattan,2006,3 AVENUE,10029,2129963300,2/15/18 0:00,10B,N,9,A,2/15/18 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.79428518,-73.94270579,111,8,17200,1082322,1016380033,MN33,1023,-73.94270579,40.79428518
50068330,Brooklyn,253,36TH ST,11232,9175447501,8/1/18 0:00,10I,N,11,A,8/1/18 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.65596305,-74.00715408,307,38,1800,3345565,3006910001,BK32,1024,-74.00715408,40.65596305
50072537,Brooklyn,79,GRAND ST,11249,7183881999,4/30/19 0:00,02H,Y,12,A,4/30/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.71562083,-73.96416501,301,34,55500,3424060,3023797501,BK73,1025,-73.96416501,40.71562083
50054205,Queens,4107,CRESCENT ST,11101,7184722450,11/29/17 0:00,02G,Y,24,B,11/29/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.75197303,-73.93931711,401,26,3300,4005008,4004150020,QN68,1026,-73.93931711,40.75197303
41125652,Manhattan,350,WEST   50 STREET,10019,2125824446,11/27/17 0:00,10H,N,12,A,11/27/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.76298118,-73.98779138,104,3,12700,1077841,1010407501,MN15,1027,-73.98779138,40.76298118
41523630,Manhattan,122,UNIVERSITY PLACE,10003,2129894225,12/12/16 0:00,10B,N,12,A,12/12/16 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.73471876,-73.99212298,102,2,6100,1009400,1005710025,MN23,1028,-73.99212298,40.73471876
40399523,Manhattan,18,WEST   33 STREET,10001,2122900080,12/23/16 0:00,08A,N,11,A,12/23/16 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.7481126,-73.98589935,105,4,7600,1083632,1008347501,MN17,1029,-73.98589935,40.7481126
50059837,Manhattan,252,W 37TH ST,10018,6469985907,7/24/19 0:00,06D,Y,12,A,7/24/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.75350655,-73.99072754,105,3,10900,1014452,1007860076,MN17,1030,-73.99072754,40.75350655
40398688,Brooklyn,5100,KINGS PLAZA SHOPPING CT,11234,7182586943,6/2/17 0:00,04M,Y,9,C,6/2/17 0:00,10/29/19 0:00,Cycle Inspection / Reopening Inspection,40.60992885,-73.92228162,318,46,69800,3326830,3084700055,BK45,1031,-73.92228162,40.60992885
50003153,Brooklyn,518,METROPOLITAN AVE,11211,7187824502,6/27/17 0:00,02G,Y,10,A,6/27/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.71405179,-73.95181833,301,34,51300,3062529,3023710027,BK73,1032,-73.95181833,40.71405179
50014998,Brooklyn,222,7TH AVE,11215,7184994165,2/17/17 0:00,10F,N,12,A,2/17/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.67023142,-73.97879992,306,39,15500,3021143,3009830039,BK37,1033,-73.97879992,40.67023142
41457674,Manhattan,690,3RD AVE,10017,6467835060,8/8/16 0:00,04L,Y,11,A,8/8/16 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.75176923,-73.97372811,106,4,9200,1036165,1012980036,MN19,1034,-73.97372811,40.75176923
50000972,Manhattan,963,LEXINGTON AVE,10021,2122495100,7/31/19 0:00,10F,N,12,A,7/31/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.76919552,-73.96308188,108,4,12800,1042728,1014050022,MN40,1035,-73.96308188,40.76919552
50036654,Manhattan,520,MADISON AVE,10022,2127385582,4/21/17 0:00,10F,N,7,A,4/21/17 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.76009981,-73.97476802,105,4,10200,1035727,1012890014,MN17,1036,-73.97476802,40.76009981
50017189,Staten Island,833,ANNADALE RD,10312,7189679999,8/8/17 0:00,06D,Y,9,A,8/8/17 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.54154934,-74.17735377,503,51,17005,5080057,5062250011,SI01,1037,-74.17735377,40.54154934
40388194,Manhattan,200,VARICK STREET,10014,2122434940,5/5/17 0:00,02G,Y,8,A,5/5/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.72834007,-74.00534345,102,3,3700,1008118,1005200001,MN24,1038,-74.00534345,40.72834007
41061082,Manhattan,700,EAST    9 STREET,10009,2123589225,5/11/18 0:00,06D,Y,5,A,5/11/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.72521726,-73.97784793,103,2,2602,1004529,1003780009,MN28,1039,-73.97784793,40.72521726
50055630,Manhattan,10,KENMARE ST,10012,6464788242,5/28/19 0:00,10F,N,12,A,5/28/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.72044062,-73.99445517,102,1,4100,1007147,1004780032,MN24,1040,-73.99445517,40.72044062
50065126,Manhattan,1555,2ND AVE,10028,2128619368,9/20/17 0:00,08A,N,10,A,9/20/17 0:00,10/29/19 0:00,Pre-permit (Operational) / Re-inspection,40.77445952,-73.95424404,108,5,13800,1048550,1015260126,MN32,1041,-73.95424404,40.77445952
40847025,Brooklyn,3133,FULTON STREET,11208,7186477762,1/21/16 0:00,04M,Y,30,C,1/21/16 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.68160754,-73.87951989,305,37,117400,3087417,3039310059,BK83,1042,-73.87951989,40.68160754
50034061,Brooklyn,2318,NOSTRAND AVE,11210,7189517459,9/5/17 0:00,08A,N,11,A,9/5/17 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.62815743,-73.94714681,314,45,75000,3207038,3075930061,BK43,1043,-73.94714681,40.62815743
41118839,Manhattan,40,WEST   57 STREET,10019,2127578559,7/22/16 0:00,09C,N,11,A,7/22/16 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.76353088,-73.97535152,105,4,11201,1035057,1012720063,MN17,1044,-73.97535152,40.76353088
50072418,Manhattan,601,8TH AVE,10018,6467280505,8/6/18 0:00,06D,Y,8,A,8/6/18 0:00,10/29/19 0:00,Pre-permit (Operational) / Initial Inspection,40.75550751,-73.99105572,104,3,11500,1013686,1007630034,MN15,1045,-73.99105572,40.75550751
41609500,Manhattan,175,3 AVENUE,10003,2125298818,8/24/17 0:00,08A,N,11,A,8/24/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.73487463,-73.98601041,106,2,4800,1019535,1008970044,MN21,1046,-73.98601041,40.73487463
50062563,Brooklyn,5817,4TH AVE,11220,7187654144,9/18/19 0:00,10F,N,11,A,9/18/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.64182908,-74.01737873,307,38,7400,3015974,3008550003,BK32,1047,-74.01737873,40.64182908
50071604,Brooklyn,396,7TH AVE,11215,9177423258,7/15/19 0:00,04L,Y,9,A,7/15/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.66487984,-73.98326767,306,39,15100,3023282,3010300040,BK37,1048,-73.98326767,40.66487984
50000619,Brooklyn,1211,MYRTLE AVENUE,11221,9178608282,5/15/19 0:00,08C,N,12,A,5/15/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.69738901,-73.93164225,304,34,39100,3328093,3031830079,BK78,1049,-73.93164225,40.69738901
41688951,Brooklyn,8530,3 AVENUE,11209,7188330043,12/22/18 0:00,02C,Y,12,A,12/22/18 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.62400712,-74.03084681,310,43,6200,3153083,3060330052,BK31,1050,-74.03084681,40.62400712
50063054,Brooklyn,148,N 7TH ST,11249,3477213822,2/14/19 0:00,10I,N,6,A,2/14/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.71819071,-73.95832316,301,33,55300,3335691,3023270016,BK73,1051,-73.95832316,40.71819071
40366222,Manhattan,80,BEAVER STREET,10005,2124221486,1/27/17 0:00,10F,N,7,A,1/27/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.70533871,-74.00869226,101,1,700,1000834,1000280015,MN25,1052,-74.00869226,40.70533871
40364347,Manhattan,1,EAST   60 STREET,10022,2128387400,5/30/19 0:00,04N,Y,13,A,5/30/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.76479552,-73.97230783,108,4,11401,1081206,1013750001,MN40,1053,-73.97230783,40.76479552
50013910,Brooklyn,2122,BEEKMAN PL,11225,7153705569,2/23/17 0:00,10B,N,11,A,2/23/17 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.66000238,-73.96082499,309,40,79802,3114599,3050260095,BK60,1054,-73.96082499,40.66000238
50070024,Manhattan,1429,5TH AVE,10035,6466660970,9/20/18 0:00,04N,Y,35,C,9/20/18 0:00,10/29/19 0:00,Pre-permit (Operational) / Re-inspection,40.80099229,-73.94620359,111,9,18400,1087437,1016220073,MN34,1055,-73.94620359,40.80099229
50071645,Brooklyn,270,S 5TH ST,11211,3477253017,9/11/19 0:00,10F,N,11,A,9/11/19 0:00,10/29/19 0:00,Pre-permit (Operational) / Re-inspection,40.70940476,-73.95847656,301,34,52500,3063572,3024600011,BK73,1056,-73.95847656,40.70940476
41564700,Manhattan,339,GREENWICH STREET,10013,2129660421,7/6/18 0:00,10F,N,11,A,7/6/18 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.71820878,-74.01049767,101,1,3900,1002029,1001807508,MN24,1057,-74.01049767,40.71820878
40840124,Bronx,2325,ARTHUR AVENUE,10458,7182204254,4/5/16 0:00,04L,Y,9,A,4/5/16 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.85403171,-73.88888692,206,15,39100,2011905,2030650070,BX06,1058,-73.88888692,40.85403171
41444322,Queens,8134,BAXTER AVENUE,11373,7184409346,5/22/19 0:00,09C,N,13,A,5/22/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.74611114,-73.88360002,404,25,26902,4037183,4015060004,QN29,1059,-73.88360002,40.74611114
50060255,Brooklyn,2961,FULTON ST,11208,7187725220,6/7/18 0:00,06C,Y,9,A,6/7/18 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.6797169,-73.88537122,305,37,117201,3087683,3039400025,BK83,1060,-73.88537122,40.6797169
50048625,Queens,14406,NORTHERN BLVD,11354,7188868618,8/19/19 0:00,06C,Y,27,Z,8/19/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.76468715,-73.82304972,407,20,116300,4113419,4050140009,QN51,1061,-73.82304972,40.76468715
50049768,Manhattan,853,BROADWAY,10003,6467594933,10/24/17 0:00,10F,N,5,A,10/24/17 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.73463906,-73.99080956,102,2,6100,1080133,1005650015,MN23,1062,-73.99080956,40.73463906
50008585,Queens,4534,BELL BLVD,11361,7187674960,7/24/18 0:00,09C,N,13,A,7/24/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.75931803,-73.76881757,411,19,144700,4156902,4073140029,QN46,1063,-73.76881757,40.75931803
40403822,Queens,9643,SPRINGFIELD BOULEVARD,11429,7184686400,3/3/16 0:00,10F,N,12,A,3/3/16 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.71760479,-73.73537765,413,27,56800,4451171,4107890235,QN34,1064,-73.73537765,40.71760479
50012601,Manhattan,151,AVENUE C,10009,6469432816,6/20/19 0:00,04H,Y,12,A,6/20/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.72552741,-73.97780453,103,2,2800,1004776,1003920035,MN28,1065,-73.97780453,40.72552741
50018449,Queens,13621,41ST AVE,11355,7189393633,6/5/19 0:00,10F,N,13,A,6/5/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.75867154,-73.82907945,407,20,85300,4113577,4050190108,QN22,1066,-73.82907945,40.75867154
50056132,Bronx,124,FEATHERBED LN,10452,7184508486,2/9/18 0:00,10B,N,3,C,2/9/18 0:00,10/29/19 0:00,Cycle Inspection / Reopening Inspection,40.84611982,-73.92001306,205,14,21301,2008773,2028740097,BX36,1067,-73.92001306,40.84611982
41065828,Brooklyn,754,METROPOLITAN AVENUE,11211,7187825856,1/11/17 0:00,02G,Y,8,A,1/11/17 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.71456966,-73.94382429,301,34,49700,3322923,3027650010,BK90,1068,-73.94382429,40.71456966
40950399,Queens,8302,37 AVENUE,11372,7184578800,3/2/17 0:00,10F,N,7,A,3/2/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.74984638,-73.88322534,403,21,28100,4036224,4014710001,QN28,1069,-73.88322534,40.74984638
50089514,Brooklyn,171,UTICA AVE,11213,7188726663,6/21/19 0:00,08A,N,27,B,6/21/19 0:00,10/29/19 0:00,Pre-permit (Operational) / Re-inspection,40.6729929,-73.93071563,308,36,34700,3036281,3013670009,BK61,1070,-73.93071563,40.6729929
41521159,Manhattan,649,9 AVENUE,10036,6466843943,11/9/17 0:00,02B,Y,7,A,11/9/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.76061001,-73.99105142,104,3,12100,1083774,1010550031,MN15,1071,-73.99105142,40.76061001
50045892,Bronx,582,MORRIS AVE,10451,7184011653,2/6/17 0:00,10F,N,23,B,2/6/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.81812511,-73.92240605,201,17,6500,2001820,2024100001,BX34,1072,-73.92240605,40.81812511
41700207,Manhattan,944,8 AVENUE,10019,2124599444,10/10/17 0:00,04N,Y,10,A,10/10/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.7658846,-73.98346601,105,3,13700,1024887,1010270062,MN17,1073,-73.98346601,40.7658846
40401487,Queens,10606,QUEENS BOULEVARD,11375,7182614775,5/16/18 0:00,10F,N,11,A,5/16/18 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.72211227,-73.84733457,406,29,71100,4077479,4032370040,QN17,1074,-73.84733457,40.72211227
41649416,Bronx,1715,WEBSTER AVENUE,10457,7187317992,9/6/16 0:00,04N,Y,8,A,9/6/16 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.84356257,-73.90327122,204,15,16500,2094552,2028890088,BX01,1075,-73.90327122,40.84356257
41397316,Staten Island,60,HANCOCK STREET,10305,7186679749,9/6/16 0:00,10H,N,10,A,9/6/16 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.5888438,-74.09533948,502,50,9602,5049387,5033420026,SI36,1076,-74.09533948,40.5888438
40364347,Manhattan,1,EAST   60 STREET,10022,2128387400,3/6/17 0:00,04H,Y,12,A,3/6/17 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.76479552,-73.97230783,108,4,11401,1081206,1013750001,MN40,1077,-73.97230783,40.76479552
50047337,Staten Island,500,BAY ST,10304,7189815111,11/28/17 0:00,08A,N,10,A,11/28/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.62984844,-74.07671491,501,49,2100,5113081,5005100005,SI37,1078,-74.07671491,40.62984844
41583557,Manhattan,552,LAGUARDIA PLACE,10012,2125334698,8/7/18 0:00,10F,N,8,A,8/7/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.72888364,-73.99825732,102,1,6500,1008650,1005377501,MN23,1079,-73.99825732,40.72888364
50061061,Manhattan,2083,AMSTERDAM AVE,10032,9176248039,10/16/19 0:00,08A,N,54,Z,10/16/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.83654702,-73.93932641,112,10,24301,1062616,1021100060,MN36,1080,-73.93932641,40.83654702
41709414,Manhattan,119,EAST   15 STREET,10003,2127775102,2/1/17 0:00,06C,Y,12,A,2/1/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.7348063,-73.98862648,105,2,5000,1017793,1008710016,MN21,1081,-73.98862648,40.7348063
50049260,Manhattan,380,5TH AVE,10018,2126438785,6/5/19 0:00,10F,N,7,A,6/5/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.7493667,-73.9838924,105,4,8400,1015898,1008370040,MN17,1082,-73.9838924,40.7493667
50065723,Queens,2420,JACKSON AVE,11101,7186062299,9/11/17 0:00,02B,Y,9,A,9/11/17 0:00,10/29/19 0:00,Pre-permit (Operational) / Re-inspection,40.74630493,-73.94440734,402,26,1900,4000701,4000840004,QN31,1083,-73.94440734,40.74630493
50082141,Manhattan,11,W 32ND ST,10001,2126955888,9/11/18 0:00,06E,Y,5,A,9/11/18 0:00,10/29/19 0:00,Pre-permit (Operational) / Initial Inspection,40.74740722,-73.98609078,105,4,7600,1015850,1008340033,MN17,1084,-73.98609078,40.74740722
40977390,Bronx,5655,ARLINGTON AVENUE,10471,7185810453,4/24/17 0:00,08A,N,11,A,4/24/17 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.90566506,-73.90696456,208,11,32300,2100779,2059520120,BX22,1085,-73.90696456,40.90566506
50016362,Brooklyn,1299,BERGEN ST,11213,3473468278,6/11/19 0:00,06A,Y,10,A,6/11/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.67567816,-73.94219881,308,36,31300,3340958,3012150050,BK61,1086,-73.94219881,40.67567816
41090082,Brooklyn,7901,3 AVENUE,11209,7184916658,3/20/19 0:00,04H,Y,12,A,3/20/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.62844591,-74.02901156,310,43,6400,3150849,3059790011,BK31,1087,-74.02901156,40.62844591
50059509,Manhattan,35,UNION SQ W,10003,6463989663,8/28/19 0:00,04N,Y,26,Z,8/28/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.736758,-73.99059997,105,2,5200,1016086,1008440021,MN13,1088,-73.99059997,40.736758
40366473,Manhattan,168,WEST    4 STREET,10014,2122429338,6/13/18 0:00,10F,N,5,A,6/13/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.7320566,-74.00144328,102,3,6700,1010145,1005900029,MN23,1089,-74.00144328,40.7320566
40364220,Brooklyn,1423,AVENUE J,11230,7182584150,10/20/16 0:00,02G,Y,9,A,10/20/16 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.62511113,-73.96203434,314,44,53000,3179615,3067070043,BK43,1090,-73.96203434,40.62511113
50048823,Manhattan,128,MACDOUGAL ST,10012,2126741234,5/22/19 0:00,10F,N,13,A,5/22/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.73016821,-74.00032834,102,1,6500,1008700,1005400013,MN23,1091,-74.00032834,40.73016821
50018511,Brooklyn,905,LORIMER ST,11222,7184866816,8/30/16 0:00,04N,Y,11,A,8/30/16 0:00,10/29/19 0:00,Pre-permit (Operational) / Re-inspection,40.72372709,-73.95179688,301,33,56900,3066004,3026440041,BK76,1092,-73.95179688,40.72372709
41376997,Manhattan,274,MADISON AVENUE,10016,2126891245,6/20/17 0:00,04N,Y,12,A,6/20/17 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.75124083,-73.98043429,105,4,8200,1017598,1008690058,MN20,1093,-73.98043429,40.75124083
41705814,Bronx,741,HUNTS POINT AVENUE,10474,7189912890,7/17/17 0:00,10F,N,5,A,7/17/17 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.81557325,-73.88693185,202,17,9300,2006531,2027630150,BX27,1094,-73.88693185,40.81557325
50056305,Bronx,360,E 188TH ST,10458,7182203938,3/29/18 0:00,10B,N,12,A,3/29/18 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.86020388,-73.89392337,205,15,39902,2011059,2030250009,BX05,1095,-73.89392337,40.86020388
40933602,Manhattan,528,COLUMBUS AVENUE,10024,2127873153,7/25/18 0:00,04L,Y,23,B,7/25/18 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.78611681,-73.9724506,107,6,16900,1032162,1012160033,MN12,1096,-73.9724506,40.78611681
50015898,Bronx,200,BAYCHESTER AVE,10475,9178854128,4/23/19 0:00,10F,N,12,A,4/23/19 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.86590541,-73.83042975,210,12,46201,2120098,2051410006,BX13,1097,-73.83042975,40.86590541
50076040,Queens,10437,QUEENS BLVD,11375,7182752255,7/3/18 0:00,08A,N,12,A,7/3/18 0:00,10/29/19 0:00,Pre-permit (Operational) / Re-inspection,40.72358519,-73.84863718,406,29,71303,4051287,4021400001,QN17,1098,-73.84863718,40.72358519
50066646,Queens,7057,PARSONS BLVD,11365,3474750510,11/9/17 0:00,06D,Y,7,A,11/9/17 0:00,10/29/19 0:00,Pre-permit (Operational) / Re-inspection,40.73047068,-73.81087693,408,24,122701,4146991,4067890065,QN38,1099,-73.81087693,40.73047068
50042380,Manhattan,558,11TH AVE,10036,2126952112,11/6/17 0:00,04L,Y,17,B,11/6/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.7611044,-73.99809043,104,3,12900,1026911,1010710001,MN15,1100,-73.99809043,40.7611044
50002933,Manhattan,367,W 34TH ST,10001,2125649191,7/9/19 0:00,06D,Y,13,A,7/9/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.75293592,-73.99522485,104,3,11100,1013556,1007580005,MN13,1101,-73.99522485,40.75293592
41165199,Bronx,384,EAST  188 STREET,10458,7182959595,8/9/17 0:00,02H,Y,18,B,8/9/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.86002514,-73.89355852,205,15,39902,2011060,2030250013,BX05,1102,-73.89355852,40.86002514
41185928,Queens,8000,COOPER AVENUE,11385,7188949400,10/19/17 0:00,10F,N,4,A,10/19/17 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.70925905,-73.87005554,405,30,63700,4462612,4038100350,QN19,1103,-73.87005554,40.70925905
50054099,Manhattan,10,WAVERLY PL,10003,9292590304,7/30/19 0:00,10F,N,2,A,7/30/19 0:00,10/29/19 0:00,Cycle Inspection / Re-inspection,40.73001984,-73.99418376,102,1,5900,1008826,1005470018,MN23,1104,-73.99418376,40.73001984
50012736,Queens,14306,LIBERTY AVE,11435,7182620433,7/21/17 0:00,09C,N,11,A,7/21/17 0:00,10/29/19 0:00,Cycle Inspection / Initial Inspection,40.69225571,-73.80954693,412,28,20200,4214726,4100410001,QN01,1105,-73.80954693,40.69225571
